Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Gandhi Bazar and Curry in Hurry - 620,78750,11/10/2015,91,"12809 N FM 620 RD NB Unit 3
AUSTIN, TX 78750
",10768737,Routine Inspection
Gandhi Bazar and Curry in Hurry - 620,78750,12/29/2014,93,"12809 N FM 620 RD NB Unit 3
AUSTIN, TX 78750
",10768737,Routine Inspection
Garfield Market,78617,1/3/2017,80,"5300 E SH 71 EB
AUSTIN, TX 78617
",10768265,Routine Inspection
Garfield Market,78617,1/22/2016,85,"5300 E SH 71 EB
AUSTIN, TX 78617
",10768265,Routine Inspection
Garfield Market,78617,2/18/2015,97,"5300 E SH 71 EB
AUSTIN, TX 78617
",10768265,Routine Inspection
Garfield Market,78617,7/24/2015,91,"5300 E SH 71 EB
AUSTIN, TX 78617
",10768265,Routine Inspection
Garfield Market,78617,7/27/2016,79,"5300 E SH 71 EB
AUSTIN, TX 78617
",10768265,Routine Inspection
Garfield Market,78617,8/22/2014,94,"5300 E SH 71 EB
AUSTIN, TX 78617
",10768265,Routine Inspection
Gaston Food Mart,78723,7/18/2014,93,"2157 GASTON PLACE DR
AUSTIN, TX 78723
(30.311967, -97.685657)",10004935,Routine Inspection
Gatti's Pizza #125,78736,2/3/2016,88,"7101 W SH 71 Bldg C
AUSTIN, TX 78736
",10065355,Routine Inspection
Gatti's Pizza #125,78736,2/6/2017,96,"7101 W SH 71 Bldg C
AUSTIN, TX 78736
",10065355,Routine Inspection
Gatti's Pizza #125,78736,2/13/2015,86,"7101 W SH 71 Bldg C
AUSTIN, TX 78736
",10065355,Routine Inspection
Gatti's Pizza #125,78736,7/9/2015,94,"7101 W SH 71 Bldg C
AUSTIN, TX 78736
",10065355,Routine Inspection
Gatti's Pizza #125,78736,8/9/2016,91,"7101 W SH 71 Bldg C
AUSTIN, TX 78736
",10065355,Routine Inspection
Gatti's Pizza #125,78736,9/5/2014,93,"7101 W SH 71 Bldg C
AUSTIN, TX 78736
",10065355,Routine Inspection
Geisha Sushi House and Grill,78701,8/5/2014,75,"616 E 6TH ST
AUSTIN, TX 78701
(30.26625, -97.736384)",10049422,1st Follow Up to Routine of 50 - 69
Gattis Pizza,78759,9/10/2015,100,"10740 RESEARCH BLVD SB Unit 105
AUSTIN, TX 78759
(30.399697, -97.74636)",10347819,Routine Inspection
Geraldine's ,78701,1/31/2017,90,"605 DAVIS ST
AUSTIN, TX 78701
(30.260339, -97.739125)",11408834,Routine Inspection
General Store,78754,11/14/2014,92,"11003 HARRIS BRANCH PKWY
AUSTIN, TX 78754
(30.342758, -97.613128)",2801513,Routine Inspection
Generations CDC II,78723,7/1/2015,100,"1610 WHELESS LN
AUSTIN, TX 78723
(30.318684, -97.690528)",2801381,Routine Inspection
Gloria's Restaurant,78701,4/8/2015,84,"300 W 6TH ST
AUSTIN, TX 78701
(30.268876, -97.745732)",10879710,Routine Inspection
Go Go Gourmet,78705,1/20/2017,89,"104 E 31ST ST
AUSTIN, TX 78705
(30.295065, -97.736646)",10815438,Routine Inspection
Gold's Gym - Anderson Arbor,78729,2/28/2017,93,"13435 N US 183 HWY NB
AUSTIN, TX 78729
",10796050,Routine Inspection
Gold's Gym - Anderson Arbor,78729,3/8/2016,94,"13435 N US 183 HWY NB
AUSTIN, TX 78729
",10796050,Routine Inspection
Gold's Gym - Anderson Arbor,78729,4/6/2015,94,"13435 N US 183 HWY NB
AUSTIN, TX 78729
",10796050,Routine Inspection
Gold's Gym - Anderson Arbor,78729,5/9/2014,100,"13435 N US 183 HWY NB
AUSTIN, TX 78729
",10796050,Routine Inspection
Gold's Gym - Anderson Arbor,78729,8/3/2016,92,"13435 N US 183 HWY NB
AUSTIN, TX 78729
",10796050,Routine Inspection
Gold's Gym - Anderson Arbor,78729,10/6/2015,97,"13435 N US 183 HWY NB
AUSTIN, TX 78729
",10796050,Routine Inspection
Gold's Gym - Anderson Arbor,78729,11/7/2014,97,"13435 N US 183 HWY NB
AUSTIN, TX 78729
",10796050,Routine Inspection
Gold's Gym Highland,78752,5/28/2015,100,"6001 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.323055, -97.71045)",11224224,Routine Inspection
Golden Fried Chicken,78736,2/28/2017,94,"7101 W SH 71
AUSTIN, TX 78736
",2801247,Routine Inspection
Golden Fried Chicken,78736,2/29/2016,97,"7101 W SH 71
AUSTIN, TX 78736
",2801247,Routine Inspection
Golden Fried Chicken,78736,3/13/2015,97,"7101 W SH 71
AUSTIN, TX 78736
",2801247,Routine Inspection
Golden Fried Chicken,78736,8/14/2015,97,"7101 W SH 71
AUSTIN, TX 78736
",2801247,Routine Inspection
Golden Fried Chicken,78736,9/2/2016,84,"7101 W SH 71
AUSTIN, TX 78736
",2801247,Routine Inspection
Golden Fried Chicken,78736,9/16/2014,94,"7101 W SH 71
AUSTIN, TX 78736
",2801247,Routine Inspection
Gourmands,78702,7/10/2015,84,"2316 WEBBERVILLE RD
AUSTIN, TX 78702
(30.262482, -97.715306)",10646361,Routine Inspection
Gracy Woods 2 Living Center,78758,4/4/2014,96,"12042-1/2 BITTERN HOLW
AUSTIN, TX 78758
(30.401867, -97.699337)",2800842,Routine Inspection
Graham Elementary,78753,4/2/2015,93,"11211 TOM ADAMS DR
AUSTIN, TX 78753
(30.373075, -97.66941)",2800281,Routine Inspection
Graham Elementary,78753,10/24/2016,97,"11211 TOM ADAMS DR
AUSTIN, TX 78753
(30.373075, -97.66941)",2800281,Routine Inspection
Great American Cookie Co.-B1,78746,3/1/2016,97,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",2800595,Routine Inspection
Great American Cookies - B2,78746,5/9/2014,97,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",2802266,Routine Inspection
Green Mesquite - South Park Meadows,78748,12/9/2016,94,"9900 S IH 35 SVRD SB Bunit 700
AUSTIN, TX 78748
(30.153976, -97.791688)",10433841,Routine Inspection
Great Hills Golf Club,78759,1/15/2015,83,"5914 LOST HORIZON DR
AUSTIN, TX 78759
(30.402112, -97.766923)",2800299,Routine Inspection
Greater Calvary Baptist Church,78723,11/21/2016,85,"6510 BERKMAN DR
AUSTIN, TX 78723
(30.318893, -97.68962)",2800850,Routine Inspection
Grey Rock Golf Club,78739,1/5/2017,94,"7401 SH 45 EB
AUSTIN, TX 78739
",11174208,Routine Inspection
Grey Rock Golf Club,78739,3/23/2015,86,"7401 SH 45 EB
AUSTIN, TX 78739
",11174208,Routine Inspection
Grey Rock Golf Club,78739,4/26/2016,93,"7401 SH 45 EB
AUSTIN, TX 78739
",11174208,Routine Inspection
Grey Rock Golf Club,78739,10/7/2015,97,"7401 SH 45 EB
AUSTIN, TX 78739
",11174208,Routine Inspection
HEB #031,78750,4/15/2015,94,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082163,Routine Inspection
HEB #031,78750,5/4/2016,96,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082163,Routine Inspection
HEB #031,78750,5/8/2014,97,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082163,Routine Inspection
HEB #031,78750,10/15/2014,97,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082163,Routine Inspection
HEB #031,78750,10/15/2015,92,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082163,Routine Inspection
HEB #031,78750,11/21/2016,95,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082163,Routine Inspection
HEB #031Retail Food,78750,4/7/2015,100,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082173,Routine Inspection
HEB #031Retail Food,78750,5/4/2016,100,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082173,Routine Inspection
HEB #031Retail Food,78750,5/8/2014,100,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082173,Routine Inspection
HEB #031Retail Food,78750,10/15/2014,100,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082173,Routine Inspection
HEB #031Retail Food,78750,10/15/2015,100,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082173,Routine Inspection
HEB #031Retail Food,78750,11/21/2016,99,"12860 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",10082173,Routine Inspection
HEB #225 - Hwy 71 (Retail),78735,3/31/2014,89,"7010 W SH 71
AUSTIN, TX 78735
",2803537,Routine Inspection
HEB #225 - Hwy 71 (Retail),78735,4/6/2015,89,"7010 W SH 71
AUSTIN, TX 78735
",2803537,Routine Inspection
HEB #225 - Hwy 71 (Retail),78735,6/20/2016,95,"7010 W SH 71
AUSTIN, TX 78735
",2803537,Routine Inspection
HEB #225 - Hwy 71 (Retail),78735,10/14/2015,97,"7010 W SH 71
AUSTIN, TX 78735
",2803537,Routine Inspection
HEB #225 - Hwy 71 (Retail),78735,10/20/2014,93,"7010 W SH 71
AUSTIN, TX 78735
",2803537,Routine Inspection
HEB #225 - Hwy 71 (Retail),78735,12/16/2016,97,"7010 W SH 71
AUSTIN, TX 78735
",2803537,Routine Inspection
HEB Food Store #225 - Hwy 71 (Deli/Cheese),78735,3/31/2014,97,"7010 W SH 71
AUSTIN, TX 78735
",2800419,Routine Inspection
HEB Food Store #225 - Hwy 71 (Deli/Cheese),78735,4/6/2015,95,"7010 W SH 71
AUSTIN, TX 78735
",2800419,Routine Inspection
HEB Food Store #225 - Hwy 71 (Deli/Cheese),78735,6/20/2016,100,"7010 W SH 71
AUSTIN, TX 78735
",2800419,Routine Inspection
HEB Food Store #225 - Hwy 71 (Deli/Cheese),78735,10/14/2015,100,"7010 W SH 71
AUSTIN, TX 78735
",2800419,Routine Inspection
HEB Food Store #225 - Hwy 71 (Deli/Cheese),78735,10/20/2014,100,"7010 W SH 71
AUSTIN, TX 78735
",2800419,Routine Inspection
HEB Food Store #225 - Hwy 71 (Deli/Cheese),78735,12/16/2016,99,"7010 W SH 71
AUSTIN, TX 78735
",2800419,Routine Inspection
HEB Food Store #659,78613,4/7/2015,100,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10848394,Routine Inspection
HEB Food Store #659,78613,5/17/2016,100,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10848394,Routine Inspection
HEB Food Store #659,78613,5/20/2014,87,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10848394,Routine Inspection
HEB Food Store #659,78613,10/20/2015,100,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10848394,Routine Inspection
HEB Food Store #659,78613,12/1/2014,96,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10848394,Routine Inspection
HEB Food Store #659,78613,12/14/2016,99,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10848394,Routine Inspection
"HEB Store # 659 - Deli,Bakery & Produce",78613,4/7/2015,100,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",11015114,Routine Inspection
"HEB Store # 659 - Deli,Bakery & Produce",78613,5/17/2016,94,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",11015114,Routine Inspection
"HEB Store # 659 - Deli,Bakery & Produce",78613,10/2/2014,100,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",11015114,Routine Inspection
"HEB Store # 659 - Deli,Bakery & Produce",78613,10/20/2015,100,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",11015114,Routine Inspection
"HEB Store # 659 - Deli,Bakery & Produce",78613,12/14/2016,92,"14028 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",11015114,Routine Inspection
HWY 71 Food & Fuel,78617,3/17/2015,94,"2777 E SH 71 WB
AUSTIN, TX 78617
",10334389,Routine Inspection
HWY 71 Food & Fuel,78617,3/25/2016,88,"2777 E SH 71 WB
AUSTIN, TX 78617
",10334389,Routine Inspection
HWY 71 Food & Fuel,78617,5/1/2014,97,"2777 E SH 71 WB
AUSTIN, TX 78617
",10334389,Routine Inspection
HWY 71 Food & Fuel,78617,9/15/2015,87,"2777 E SH 71 WB
AUSTIN, TX 78617
",10334389,Routine Inspection
HWY 71 Food & Fuel,78617,10/14/2014,93,"2777 E SH 71 WB
AUSTIN, TX 78617
",10334389,Routine Inspection
HWY 71 Food & Fuel,78617,10/25/2016,82,"2777 E SH 71 WB
AUSTIN, TX 78617
",10334389,Routine Inspection
Hana World Market - Foodcourt,78727,11/10/2014,82,"1700 W PARMER LN Bunit 100
AUSTIN, TX 78727
(30.412512, -97.688909)",10875585,Routine Inspection
Hana World Market - Meat and Fish,78727,10/25/2016,91,"1700 W PARMER LN Bunit 100
AUSTIN, TX 78727
(30.412512, -97.688909)",10866935,Routine Inspection
Hana World Market - Meat and Fish,78727,4/15/2015,97,"1700 W PARMER LN Bunit 100
AUSTIN, TX 78727
(30.412512, -97.688909)",10866935,Routine Inspection
Hao-Hao Restaurant,78745,4/22/2015,82,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202651, -97.805566)",2800035,Routine Inspection
Hangar Lounge,78701,3/16/2016,94,"318 COLORADO ST
AUSTIN, TX 78701
(30.266454, -97.744858)",10415471,Routine Inspection
Happy Kids Day Care,78723,10/22/2014,93,"5709 MANOR RD
AUSTIN, TX 78723
(30.304977, -97.681012)",10458107,Routine Inspection
Happy Hearts Bilingual Learning Center #2,78748,2/12/2016,97,"1112 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173973, -97.811422)",11153488,Routine Inspection
Happy Faces Bilingual Child Care,78752,12/21/2015,100,"7109 BLESSING AVE
AUSTIN, TX 78752
(30.328481, -97.695257)",2801722,Routine Inspection
Happy Vegan Bakery,78758,7/15/2016,97,"8309 RESEARCH BLVD NB Unit B
AUSTIN, TX 78758
(30.356189, -97.715224)",11021799,Routine Inspection
Happy Kids Day Care,78723,1/3/2017,91,"5709 MANOR RD
AUSTIN, TX 78723
(30.304977, -97.681012)",10458107,Routine Inspection
Harmony School of Political Science,78729,2/20/2015,100,"13415 N FM 620 RD NB
AUSTIN, TX 78729
",10655854,Routine Inspection
Harmony School of Political Science,78729,3/23/2016,83,"13415 N FM 620 RD NB
AUSTIN, TX 78729
",10655854,Routine Inspection
Harmony School of Political Science,78729,4/22/2014,96,"13415 N FM 620 RD NB
AUSTIN, TX 78729
",10655854,Routine Inspection
Harmony School of Political Science,78729,9/11/2015,87,"13415 N FM 620 RD NB
AUSTIN, TX 78729
",10655854,Routine Inspection
Harmony School of Political Science,78729,10/15/2014,97,"13415 N FM 620 RD NB
AUSTIN, TX 78729
",10655854,Routine Inspection
Harmony School of Political Science,78729,10/27/2016,94,"13415 N FM 620 RD NB
AUSTIN, TX 78729
",10655854,Routine Inspection
Harmony School of Excellence-Austin,78744,3/30/2015,90,"2100 E ST ELMO RD Unit 100
AUSTIN, TX 78744
(30.209752, -97.746426)",10331481,Routine Inspection
Harris Elementary,78723,3/22/2016,99,"1711 WHELESS LN
AUSTIN, TX 78723
(30.315307, -97.690835)",2800599,Routine Inspection
Hart Elementary School,78753,10/16/2014,95,"8301 FURNESS DR
AUSTIN, TX 78753
(30.343083, -97.689611)",2801249,Routine Inspection
Hay Elotes,78660,1/12/2016,90,"1200 W HOWARD LN Bunit D
AUSTIN, TX 78660
",11299017,Routine Inspection
Hay Elotes,78660,8/30/2016,80,"1200 W HOWARD LN Bunit D
AUSTIN, TX 78660
",11299017,Routine Inspection
Hayley Cakes and Cookies,78730,4/5/2016,88,"10601 FM 2222 RD Bunit M
AUSTIN, TX 78730
",11042164,Routine Inspection
Hayley Cakes and Cookies,78730,4/29/2015,97,"10601 FM 2222 RD Bunit M
AUSTIN, TX 78730
",11042164,Routine Inspection
Hayley Cakes and Cookies,78730,7/15/2014,95,"10601 FM 2222 RD Bunit M
AUSTIN, TX 78730
",11042164,Routine Inspection
Hayley Cakes and Cookies,78730,9/15/2016,97,"10601 FM 2222 RD Bunit M
AUSTIN, TX 78730
",11042164,Routine Inspection
Hayley Cakes and Cookies,78730,10/7/2015,100,"10601 FM 2222 RD Bunit M
AUSTIN, TX 78730
",11042164,Routine Inspection
Hayley Cakes and Cookies,78730,12/30/2014,100,"10601 FM 2222 RD Bunit M
AUSTIN, TX 78730
",11042164,Routine Inspection
Headliners,78701,12/5/2014,92,"221 W 6TH ST
AUSTIN, TX 78701
(30.268494, -97.744346)",2800399,Routine Inspection
Headliners,78701,9/1/2016,79,"221 W 6TH ST
AUSTIN, TX 78701
(30.268494, -97.744346)",2800399,Routine Inspection
Haymaker,78722,11/24/2014,97,"2310 MANOR RD
AUSTIN, TX 78722
(30.284549, -97.717531)",11008403,Routine Inspection
Heartland Healthcare Center,78750,8/22/2016,97,"11406 RUSTIC ROCK DR
AUSTIN, TX 78750
(30.430992, -97.781555)",10105299,Routine Inspection
Heritage of Gaines Ranch- Assist Living,78735,3/3/2016,100,"4409 GAINES RANCH LOOP
AUSTIN, TX 78735
(30.241897, -97.815951)",2801297,Routine Inspection
Heritage of Gaines Ranch-Main Kit,78735,8/28/2014,59,"4409 GAINES RANCH LOOP
AUSTIN, TX 78735
(30.241897, -97.815951)",2801296,Routine Inspection
Heritage of Gaines Ranch- Assist Living,78735,10/6/2015,97,"4409 GAINES RANCH LOOP
AUSTIN, TX 78735
(30.241897, -97.815951)",2801297,Routine Inspection
Heritage Park Rehabilitation and Skilled Nursing Center,78722,8/2/2016,100,"2806 REAL ST
AUSTIN, TX 78722
(30.28244, -97.711754)",11307013,Routine Inspection
Highland Market,78751,7/10/2015,59,"4511 AIRPORT BLVD
AUSTIN, TX 78751
(30.303849, -97.716007)",10686563,Routine Inspection
"Hideout Pub, The",78759,2/2/2015,97,"12164 N MOPAC EXPY SB
AUSTIN, TX 78759
(30.412109, -97.709638)",2803145,Routine Inspection
"Hideout Pub, The",78759,10/7/2016,90,"12164 N MOPAC EXPY SB
AUSTIN, TX 78759
(30.412109, -97.709638)",2803145,Routine Inspection
"Hideout Pub, The",78759,8/7/2014,96,"12164 N MOPAC EXPY SB
AUSTIN, TX 78759
(30.412109, -97.709638)",2803145,Routine Inspection
Hill Country Middle School,78746,2/24/2017,99,"1300 WALSH TARLTON LN
AUSTIN, TX 78746
(30.270779, -97.802764)",2800337,Routine Inspection
Hill Country Middle School,78746,3/23/2015,100,"1300 WALSH TARLTON LN
AUSTIN, TX 78746
(30.270779, -97.802764)",2800337,Routine Inspection
Highland Park Elementary,78731,3/24/2015,100,"4900 FAIRVIEW DR
AUSTIN, TX 78731
(30.330577, -97.759281)",2800351,Routine Inspection
Hilltop Bar & Grill,78669,2/19/2015,94,"22308 W SH 71
SPICEWOOD, TX 78669
",2801301,Routine Inspection
Hilltop Bar & Grill,78669,3/2/2017,97,"22308 W SH 71
SPICEWOOD, TX 78669
",2801301,Routine Inspection
Hilltop Bar & Grill,78669,3/25/2016,93,"22308 W SH 71
SPICEWOOD, TX 78669
",2801301,Routine Inspection
Hilltop Bar & Grill,78669,8/13/2015,82,"22308 W SH 71
SPICEWOOD, TX 78669
",2801301,Routine Inspection
Hilltop Bar & Grill,78669,9/3/2014,89,"22308 W SH 71
SPICEWOOD, TX 78669
",2801301,Routine Inspection
Hilltop Bar & Grill,78669,9/20/2016,90,"22308 W SH 71
SPICEWOOD, TX 78669
",2801301,Routine Inspection
Hilton Garden Inn Austin,78759,2/25/2016,90,"11617 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.415495, -97.74577)",11247252,Routine Inspection
Hilton Austin-Spa & Towers,78701,11/16/2015,97,"500 E 4TH ST Unit 3112
AUSTIN, TX 78701
(30.264868, -97.738713)",2802331,Routine Inspection
Hilton Austin -Banquet & Cafeteria,78701,11/30/2016,94,"500 E 4TH ST
AUSTIN, TX 78701
(30.264868, -97.738713)",2801946,Routine Inspection
Hit The Spot Cafe ,78617,2/15/2017,78,"5121 ALBERT BROWN DR
AUSTIN, TX 78617
(30.187644, -97.560723)",10357550,Routine Inspection
Hoa Hoa Restaurant,78705,1/15/2015,85,"2025 GUADALUPE ST Unit 254
AUSTIN, TX 78705
(30.283744, -97.741965)",10612870,Routine Inspection
"Hole in The Wall, The",78705,1/5/2015,82,"2538 GUADALUPE ST
AUSTIN, TX 78705
(30.290038, -97.741385)",10140161,Routine Inspection
"Hole in The Wall, The",78705,12/1/2015,97,"2538 GUADALUPE ST
AUSTIN, TX 78705
(30.290038, -97.741385)",10140161,Routine Inspection
Ho Ho Chinese BBQ,78753,8/30/2016,77,"13000 N IH 35 SVRD SB Bldg 6
AUSTIN, TX 78753
(30.413439, -97.673972)",10293083,Routine Inspection
Holiday Inn Austin Airport,78744,2/19/2015,89,"6711 E BEN WHITE BLVD SVRD EB Unit D
AUSTIN, TX 78744
",11094488,Routine Inspection
Holiday Inn Austin Airport,78744,3/6/2017,90,"6711 E BEN WHITE BLVD SVRD EB Unit D
AUSTIN, TX 78744
",11094488,Routine Inspection
Holiday Inn Austin Airport,78744,7/17/2015,91,"6711 E BEN WHITE BLVD SVRD EB Unit D
AUSTIN, TX 78744
",11094488,Routine Inspection
Holiday Inn Austin Airport,78744,8/23/2016,88,"6711 E BEN WHITE BLVD SVRD EB Unit D
AUSTIN, TX 78744
",11094488,Routine Inspection
Holiday Inn Austin Airport,78744,9/9/2014,78,"6711 E BEN WHITE BLVD SVRD EB Unit D
AUSTIN, TX 78744
",11094488,Routine Inspection
Holiday Inn Austin Airport,78744,12/21/2015,90,"6711 E BEN WHITE BLVD SVRD EB Unit D
AUSTIN, TX 78744
",11094488,Routine Inspection
Holiday Inn Austin Town Lake Pecan Tree Restaurant,78701,6/17/2015,70,"20 N IH 35 SVRD SB
AUSTIN, TX 78701
(30.254743, -97.737051)",10004208,Routine Inspection
Holiday Inn Austin Midtown,78752,1/4/2017,89,"6000 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.322948, -97.71052)",11424358,Routine Inspection
Holiday Inn Express,78753,5/18/2015,100,"8500 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.34828, -97.694703)",2801172,Routine Inspection
Holiday Inn Express & Suites,78750,11/14/2016,92,"12703 N FM 620 RD NB
AUSTIN, TX 78750
",11506369,Routine Inspection
Home 2 Suites,78613,4/28/2016,90,"14022 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10996579,Routine Inspection
Home 2 Suites,78613,5/7/2015,91,"14022 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10996579,Routine Inspection
Home 2 Suites,78613,7/24/2014,93,"14022 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10996579,Routine Inspection
Home 2 Suites,78613,9/23/2016,97,"14022 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10996579,Routine Inspection
Home 2 Suites,78613,10/23/2015,92,"14022 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10996579,Routine Inspection
Home 2 Suites,78613,12/17/2014,96,"14022 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",10996579,Routine Inspection
Homer's Bar and Grill,78728,1/20/2016,87,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10002015,Routine Inspection
Homer's Bar and Grill,78728,3/10/2015,94,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10002015,Routine Inspection
Homer's Bar and Grill,78728,7/30/2015,97,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10002015,Routine Inspection
Home Slice Pizza,78704,4/24/2014,89,"1415 S CONGRESS AVE
AUSTIN, TX 78704
(30.249337, -97.749761)",2802846,Routine Inspection
Homer's Bar and Grill,78728,8/5/2014,100,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10002015,Routine Inspection
Homer's Bar and Grill,78728,10/7/2016,93,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10002015,Routine Inspection
Homer's Bar and Grill,78728,12/4/2014,94,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10002015,Routine Inspection
Hoover's Cooking,78722,8/7/2014,75,"2002 MANOR RD
AUSTIN, TX 78722
(30.28412, -97.720465)",2801069,Routine Inspection
Hoover's Cooking,78722,8/30/2016,96,"2002 MANOR RD
AUSTIN, TX 78722
(30.28412, -97.720465)",2801069,Routine Inspection
Hoover's Cooking,78722,2/12/2015,84,"2002 MANOR RD
AUSTIN, TX 78722
(30.28412, -97.720465)",2801069,Routine Inspection
Hoover's Cooking,78722,7/14/2015,74,"2002 MANOR RD
AUSTIN, TX 78722
(30.28412, -97.720465)",2801069,Routine Inspection
Hop Doddy Burger Bar,78757,9/23/2014,83,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.356395, -97.731374)",10745863,Routine Inspection
Hooters,78704,2/29/2016,75,"425 W RIVERSIDE DR
AUSTIN, TX 78704
(30.259268, -97.74898)",11235335,Routine Inspection
Hoover's Cooking,78722,1/6/2016,81,"2002 MANOR RD
AUSTIN, TX 78722
(30.28412, -97.720465)",2801069,Routine Inspection
Hop Doddy Burger Bar,78757,4/4/2016,80,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.356395, -97.731374)",10745863,Routine Inspection
Hooters,78704,8/4/2015,81,"425 W RIVERSIDE DR
AUSTIN, TX 78704
(30.259268, -97.74898)",11235335,Routine Inspection
Homewood Suites - Austin,78744,10/21/2016,91,"4143 GOVERNORS ROW
AUSTIN, TX 78744
(30.21349, -97.750106)",11396711,Routine Inspection
Hong Kong Supermarket,78758,12/6/2016,75,"8557 RESEARCH BLVD NB Unit 130
AUSTIN, TX 78758
(30.36101, -97.716698)",11483179,Routine Inspection
Hornsby Dunlap Elementary,78725,3/11/2015,97,"13901 FM 969 RD
AUSTIN, TX 78725
",2800684,Routine Inspection
Hornsby Dunlap Elementary,78725,3/22/2016,94,"13901 FM 969 RD
AUSTIN, TX 78725
",2800684,Routine Inspection
